Name	Label	Question	Type	Var
V1R2C2	Departamento de Producción Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R2C3	Departamento de Producción Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R3C1	Departamento de Ventas y Mercadeo	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R3C2	Departamento de Ventas y Mercadeo Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R3C3	Departamento de Ventas y Mercadeo Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R4C1	Otro departamento de la Empresa	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R4C2	Otro departamento de la Empresa Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R4C3	Otro departamento de la Empresa Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R5C1	Grupos Interdisciplinarios específicos para innovar	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R5C2	Grupos Interdisciplinarios específicos para innovar Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R5C3	Grupos Interdisciplinarios específicos para innovar Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R6C1	Directivos de la Empresa	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R6C2	Directivos de la Empresa Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R6C3	Directivos de la Empresa Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R7C1	Trabajadores	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R7C2	Trabajadores Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R7C3	Trabajadores Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R8C1	Otra empresa relacionada (si hace parte de un conglomerado)	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R8C2	Otra empresa relacionada (si hace parte de un conglomerado) Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R8C3	Otra empresa relacionada (si hace parte de un conglomerado) Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R9C1	Casa matriz extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R9C2	Casa matriz extranjera Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R9C3	Casa matriz extranjera Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R10C1	Departamento I + D de otra empresa del sector	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R10C2	Departamento I + D de otra empresa del sector Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R10C3	Departamento I + D de otra empresa del sector Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R11C1	Competidores u otras empresas del sector (excepto el departamento de I + D)	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R11C2	Competidores u otras empresas del sector (excepto el departamento de I + D) Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R11C3	Competidores u otras empresas del sector (excepto el departamento de I + D) Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R12C1	Clientes	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R12C2	Clientes Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R12C3	Clientes Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R13C1	Proveedores	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R13C2	Proveedores Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R13C3	Proveedores Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R14C1	Empresas de otro sector	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R14C2	Empresas de otro sector Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R14C3	Empresas de otro sector Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R15C1	Agremiaciones y/o asociaciones sectoriales	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R15C2	Agremiaciones y/o asociaciones sectoriales Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R15C3	Agremiaciones y/o asociaciones sectoriales Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R16C1	Cámaras de Comercio	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R16C2	Cámaras de Comercio Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R16C3	Cámaras de Comercio Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R17C1	Centros de Desarrollo Tecnológico (CDT)	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R17C2	Centros de Desarrollo Tecnológico (CDT) Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R17C3	Centros de Desarrollo Tecnológico (CDT) Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R18C1	Centros de Investigación Autónomos	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R18C2	Centros de Investigación Autónomos Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R18C3	Centros de Investigación Autónomos Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R19C1	Incubadoras de Empresas de Base Tecnológica (IEBT)	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R19C2	Incubadoras de Empresas de Base Tecnológica (IEBT) Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R19C3	Incubadoras de Empresas de Base Tecnológica (IEBT) Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R20C1	Parques Tecnológicos	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R20C2	Parques Tecnológicos Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R20C3	Parques Tecnológicos Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R21C1	Centros Regionales de Productividad	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R21C2	Centros Regionales de Productividad Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R21C3	Centros Regionales de Productividad Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R22C1	Universidades	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R22C2	Universidades Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R22C3	Universidades Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R23C1	Centros de formación y/o Tecnoparques	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R23C2	Centros de formación y/o Tecnoparques Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R23C3	Centros de formación y/o Tecnoparques Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
V1R24C1	Consultores o expertos	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i	sino
V1R24C2	Consultores o expertos Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i	sino
