Name	Label	Question	Type
IV4R4C5PIII	Ingeniería, Arquitectura, Urbanismo y Afines Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R4C6PIII	Ingeniería, Arquitectura, Urbanismo y Afines Técnico	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R4C7PIII	Ingeniería, Arquitectura, Urbanismo y Afines Total según área funcional	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R5C1PIII	Agronomía, Veterinaria y Afines Doctorado	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R5C2PIII	Agronomía, Veterinaria y Afines Maestría	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R5C3PIII	Agronomía, Veterinaria y Afines Especialización	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R5C4PIII	Agronomía, Veterinaria y Afines Universitario (Profesional)	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV3R5C5PII	Agronomía, Veterinaria y Afines Técnico/Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2009	d
IV4R5C5PIII	Agronomía, Veterinaria y Afines Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R5C6PIII	Agronomía, Veterinaria y Afines Técnico	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R5C7PIII	Agronomía, Veterinaria y Afines Total según área funcional	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R6C1PIII	Ciencias Sociales Doctorado	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R6C2PIII	Ciencias Sociales Maestría	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R6C3PIII	Ciencias Sociales Especialización	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R6C4PIII	Ciencias Sociales Universitario (Profesional)	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV3R6C5PII	Ciencias Sociales Técnico/Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2009	d
IV4R6C5PIII	Ciencias Sociales Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R6C6PIII	Ciencias Sociales Técnico	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R6C7PIII	Ciencias Sociales Total según área funcional	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R7C1PIII	Ciencias Humanas y Bellas Artes Doctorado	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R7C2PIII	Ciencias Humanas y Bellas Artes Maestría	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R7C3PIII	Ciencias Humanas y Bellas Artes Especialización	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R7C4PIII	Ciencias Humanas y Bellas Artes Universitario (Profesional)	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV3R7C5PII	Ciencias Humanas y Bellas Artes Técnico/Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2009	d
IV4R7C5PIII	Ciencias Humanas y Bellas Artes Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R7C6PIII	Ciencias Humanas y Bellas Artes Técnico	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R7C7PIII	Ciencias Humanas y Bellas Artes Total según área funcional	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R8C1PIII	Total personal según nivel educativo Doctorado	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R8C2PIII	Total personal según nivel educativo Maestría	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R8C3PIII	Total personal según nivel educativo Especialización	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R8C4PIII	Total personal según nivel educativo Universitario (Profesional)	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV3R8C5PII	Total personal según nivel educativo Técnico/Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2009	d
IV4R8C5PIII	Total personal según nivel educativo Tecnólogo	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R8C6PIII	Total personal según nivel educativo Técnico	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV4R8C7PIII	Total personal según nivel educativo Total según área funcional	Indique el número promedio de empleados cuyo máximo nivel educativo alcanzado es técnico, tecnológo, universitario, especialización, maestría, o doctorado; según su área de formación, que laboraron en su empresa en el año 2011	d
IV6R1C1	Ciencias exactas asociadas a la Química, Física, Matemáticas y Estadística Número de hombres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R1C2	Ciencias exactas asociadas a la Química, Física, Matemáticas y Estadística Número de mujeres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R1C3	Ciencias exactas asociadas a la Química, Física, Matemáticas y Estadística Total hombres y mujeres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R2C1	Ciencias Naturales Número de hombres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R2C2	Ciencias Naturales Número de mujeres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R2C3	Ciencias Naturales Total hombres y mujeres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R3C1	Ciencias de la Salud Número de hombres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R3C2	Ciencias de la Salud Número de mujeres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R3C3	Ciencias de la Salud Total hombres y mujeres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R4C1	Ingeniería, Arquitectura, Urbanismo y Afines Número de hombres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R4C2	Ingeniería, Arquitectura, Urbanismo y Afines Número de mujeres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R4C3	Ingeniería, Arquitectura, Urbanismo y Afines Total hombres y mujeres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R5C1	Agronomía, Veterinaria y Afines Número de hombres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R5C2	Agronomía, Veterinaria y Afines Número de mujeres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R5C3	Agronomía, Veterinaria y Afines Total hombres y mujeres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R6C1	Ciencias Sociales Número de hombres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R6C2	Ciencias Sociales Número de mujeres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R6C3	Ciencias Sociales Total hombres y mujeres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R7C1	Ciencias Humanas y Bellas Artes Número de hombres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R7C2	Ciencias Humanas y Bellas Artes Número de mujeres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R7C3	Ciencias Humanas y Bellas Artes Total hombres y mujeres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R8C1	Total personal ocupado promedio con nivel de educación superior involucrado en Actividades Científicas, Tecnológicas y de Innovación Número de hombres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R8C2	Total personal ocupado promedio con nivel de educación superior involucrado en Actividades Científicas, Tecnológicas y de Innovación Número de mujeres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV6R8C3	Total personal ocupado promedio con nivel de educación superior involucrado en Actividades Científicas, Tecnológicas y de Innovación Total hombres y mujeres	Distribuya el personal ocupado promedio con nivel educativo superior que participó en Actividades Científicas, Tecnológicas y de Innovación en su empresa durante 2015 (pregunta IV.1 opciones 1 - 6), según el área de formación del máximo nivel educativo obtenido y sexo:	d
IV7R1C1	Doctorado. Formación de su personal, conducente a un título de Doctorado (Ph.D), destinada a actividades científicas, tecnológicas y de innovación realizadas por la empresa. Personas capacitadas 2014	Indique el número de personas que recibieron formación y capacitación relacionada específicamente con actividades científicas, tecnológicas y de innovación (correspondiente al valor registrado en capítulo II - pregunta 1 - ítem 9), según el tipo de capacitación impartida, financiada o cofinanciada por la empresa en los años 2014 y 2015:	d
IV7R1C2	Doctorado. Formación de su personal, conducente a un título de Doctorado (Ph.D), destinada a actividades científicas, tecnológicas y de innovación realizadas por la empresa. Personas capacitadas 2015	Indique el número de personas que recibieron formación y capacitación relacionada específicamente con actividades científicas, tecnológicas y de innovación (correspondiente al valor registrado en capítulo II - pregunta 1 - ítem 9), según el tipo de capacitación impartida, financiada o cofinanciada por la empresa en los años 2014 y 2015:	d
IV7R2C1	Maestría. Formación de su personal, conducenete a un título de Master (MSc, MA), destinada a actividades científicas, tecnológicas y de innovación realizadas por la empresa. Personas capacitadas 2014	Indique el número de personas que recibieron formación y capacitación relacionada específicamente con actividades científicas, tecnológicas y de innovación (correspondiente al valor registrado en capítulo II - pregunta 1 - ítem 9), según el tipo de capacitación impartida, financiada o cofinanciada por la empresa en los años 2014 y 2015:	d
IV7R2C2	Maestría. Formación de su personal, conducenete a un título de Master (MSc, MA), destinada a actividades científicas, tecnológicas y de innovación realizadas por la empresa. Personas capacitadas 2015	Indique el número de personas que recibieron formación y capacitación relacionada específicamente con actividades científicas, tecnológicas y de innovación (correspondiente al valor registrado en capítulo II - pregunta 1 - ítem 9), según el tipo de capacitación impartida, financiada o cofinanciada por la empresa en los años 2014 y 2015:	d
IV7R3C1	Especialización. formación de su personal, conducente a un título de especialista, destinada a actividades científicas, tecnológicas y de innovación realizadas por la empresa. Personas capacitadas 2014	Indique el número de personas que recibieron formación y capacitación relacionada específicamente con actividades científicas, tecnológicas y de innovación (correspondiente al valor registrado en capítulo II - pregunta 1 - ítem 9), según el tipo de capacitación impartida, financiada o cofinanciada por la empresa en los años 2014 y 2015:	d
IV7R3C2	Especialización. formación de su personal, conducente a un título de especialista, destinada a actividades científicas, tecnológicas y de innovación realizadas por la empresa. Personas capacitadas 2015	Indique el número de personas que recibieron formación y capacitación relacionada específicamente con actividades científicas, tecnológicas y de innovación (correspondiente al valor registrado en capítulo II - pregunta 1 - ítem 9), según el tipo de capacitación impartida, financiada o cofinanciada por la empresa en los años 2014 y 2015:	d
IV7R4C1	Capacitación igual o mayor a 40 horas: capacitación de su personal, sea interna o externa a la empresa, con una duración igual o mayor a 40 horas Personas capacitadas 2014	Indique el número de personas que recibieron formación y capacitación relacionada específicamente con actividades científicas, tecnológicas y de innovación (correspondiente al valor registrado en capítulo II - pregunta 1 - ítem 9), según el tipo de capacitación impartida, financiada o cofinanciada por la empresa en los años 2014 y 2015:	d
IV7R4C2	Capacitación igual o mayor a 40 horas: capacitación de su personal, sea interna o externa a la empresa, con una duración igual o mayor a 40 horas Personas capacitadas 2015	Indique el número de personas que recibieron formación y capacitación relacionada específicamente con actividades científicas, tecnológicas y de innovación (correspondiente al valor registrado en capítulo II - pregunta 1 - ítem 9), según el tipo de capacitación impartida, financiada o cofinanciada por la empresa en los años 2014 y 2015:	d
IV7R5C1	Total personal capacitado y/o financiado Personas capacitadas 2014	Indique el número de personas que recibieron formación y capacitación relacionada específicamente con actividades científicas, tecnológicas y de innovación (correspondiente al valor registrado en capítulo II - pregunta 1 - ítem 9), según el tipo de capacitación impartida, financiada o cofinanciada por la empresa en los años 2014 y 2015:	d
IV7R5C2	Total personal capacitado y/o financiado Personas capacitadas 2015	Indique el número de personas que recibieron formación y capacitación relacionada específicamente con actividades científicas, tecnológicas y de innovación (correspondiente al valor registrado en capítulo II - pregunta 1 - ítem 9), según el tipo de capacitación impartida, financiada o cofinanciada por la empresa en los años 2014 y 2015:	d
V1R1C1	Departamento interno de I + D	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R1C2PIII	Departamento interno de I + D Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R1C3PIII	Departamento interno de I + D Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R2C1	Departamento de Producción	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R2C2PIII	Departamento de Producción Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R2C3PIII	Departamento de Producción Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R3C1	Departamento de Ventas y Mercadeo	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R3C2PIII	Departamento de Ventas y Mercadeo Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R3C3PIII	Departamento de Ventas y Mercadeo Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R4C1	Otro departamento de la Empresa	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R4C2PIII	Otro departamento de la Empresa Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R4C3PIII	Otro departamento de la Empresa Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R5C1	Grupos Interdisciplinarios específicos para innovar	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R5C2PIII	Grupos Interdisciplinarios específicos para innovar Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R5C3PIII	Grupos Interdisciplinarios específicos para innovar Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R6C1	Directivos de la Empresa	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2014 - 2015 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R6C2PIII	Directivos de la Empresa Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R6C3PIII	Directivos de la Empresa Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R7C1PIII	Trabajadores	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1 NO=2	i
V1R7C2PIII	Trabajadores Procendencia Nacional	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
V1R7C3PIII	Trabajadores Procendencia Extranjera	Señale si las siguientes fuentes de información fueron o no importantes como origen de ideas para desarrollar o implementar servicios o bienes nuevos o significativamente mejorados, procesos nuevos o significativamente mejorados, métodos organizativos nuevos, o técnicas de comercialización nuevas, durante el período 2010 - 2011 en su empresa. Si su respuesta es afirmativa para el caso de las fuentes externas, indique la procedencia sea nacional o extranjera.  SI=1	i
